date,geo,touchpoint_name,metric_value,spend
2023-05-27,DMA_001,Search_Brand,482.03,3229.95
2023-05-27,DMA_001,Search_Generic,387.7,3048.24
2023-05-27,DMA_001,Facebook,18528.21,2561.06
2023-05-27,DMA_001,Instagram,11147.55,1500.22
2023-05-27,DMA_001,YouTube,8802.21,1888.08
2023-05-27,DMA_001,Display,25579.23,1382.3
2023-05-27,DMA_002,TV_National,47.4,14116.8
2023-05-27,DMA_002,Search_Brand,909.13,5945.16
2023-05-27,DMA_002,Search_Generic,508.3,3927.46
2023-05-27,DMA_002,Facebook,20815.06,2988.15
2023-05-27,DMA_002,Instagram,15336.95,2211.67
2023-05-27,DMA_002,YouTube,14244.99,2957.32
2023-05-27,DMA_002,Display,30790.5,1170.22
2023-05-27,DMA_003,TV_National,64.97,17092.0
2023-05-27,DMA_003,Search_Brand,1169.3,7092.23
2023-05-27,DMA_003,Search_Generic,573.88,4182.44
2023-05-27,DMA_003,Facebook,25330.94,2965.67
2023-05-27,DMA_003,Instagram,15402.89,2211.86
2023-05-27,DMA_003,YouTube,14420.87,2915.33
2023-05-27,DMA_003,Display,37403.57,1626.78
2023-05-27,DMA_004,TV_National,82.52,23971.4
2023-05-27,DMA_004,Search_Brand,1045.25,6264.83
2023-05-27,DMA_004,Search_Generic,725.91,4653.1
2023-05-27,DMA_004,Facebook,33463.42,4227.3
2023-05-27,DMA_004,Instagram,20581.65,2860.89
2023-05-27,DMA_004,YouTube,24887.89,3997.03
2023-05-27,DMA_004,Display,57353.57,2626.86
2023-05-27,DMA_005,TV_National,81.76,25804.41
2023-05-27,DMA_005,Search_Brand,1081.75,7901.11
2023-05-27,DMA_005,Search_Generic,835.69,5997.87
2023-05-27,DMA_005,Facebook,24738.78,3520.45
2023-05-27,DMA_005,Instagram,24928.53,3519.33
2023-05-27,DMA_005,YouTube,17436.13,3987.96
2023-05-27,DMA_005,Display,46637.93,2102.63
2023-05-27,DMA_006,TV_National,91.24,26458.23
2023-05-27,DMA_006,Search_Brand,1172.22,7799.57
2023-05-27,DMA_006,Search_Generic,652.31,4495.44
2023-05-27,DMA_006,Facebook,43669.15,6939.53
2023-05-27,DMA_006,Instagram,24011.18,3216.58
2023-05-27,DMA_006,YouTube,26395.94,5280.29
2023-05-27,DMA_006,Display,43093.37,2200.09
2023-05-27,DMA_007,TV_National,78.25,25097.65
2023-05-27,DMA_007,Search_Brand,1224.06,8955.1
2023-05-27,DMA_007,Search_Generic,840.31,6255.51
2023-05-27,DMA_007,Facebook,36730.0,6050.14
2023-05-27,DMA_007,Instagram,29920.03,4351.88
2023-05-27,DMA_007,YouTube,28225.04,5221.17
2023-05-27,DMA_007,Display,57405.78,2699.31
2023-05-27,DMA_008,TV_National,107.82,28334.89
2023-05-27,DMA_008,Search_Brand,1416.92,9118.75
2023-05-27,DMA_008,Search_Generic,902.84,7496.08
2023-05-27,DMA_008,Facebook,48416.17,7354.68
2023-05-27,DMA_008,Instagram,18660.8,3485.16
2023-05-27,DMA_008,YouTube,25863.38,4507.76
2023-05-27,DMA_008,Display,72210.51,3879.53
2023-05-27,DMA_009,TV_National,105.16,33050.17
2023-05-27,DMA_009,Search_Brand,1249.5,9159.08
2023-05-27,DMA_009,Search_Generic,1363.07,9720.63
2023-05-27,DMA_009,Facebook,44617.04,7284.29
2023-05-27,DMA_009,Instagram,28188.55,4968.85
2023-05-27,DMA_009,YouTube,32567.97,6347.33
2023-05-27,DMA_009,Display,67168.19,2857.15
2023-05-27,DMA_010,TV_National,101.47,28867.94
2023-05-27,DMA_010,Search_Brand,1741.79,13144.43
2023-05-27,DMA_010,Search_Generic,1020.99,9019.26
2023-05-27,DMA_010,Facebook,31027.84,4932.09
2023-05-27,DMA_010,Instagram,36748.16,4823.74
2023-05-27,DMA_010,YouTube,30829.7,6108.53
2023-05-27,DMA_010,Display,61567.81,3245.95
2023-05-28,DMA_001,TV_National,31.51,10683.89
2023-05-28,DMA_001,Search_Brand,543.39,3595.69
2023-05-28,DMA_001,Search_Generic,349.22,2705.3
2023-05-28,DMA_001,Facebook,18153.44,2726.52
2023-05-28,DMA_001,Instagram,10638.47,1407.79
2023-05-28,DMA_001,YouTube,10567.95,2045.25
2023-05-28,DMA_001,Display,28244.92,1349.21
2023-05-28,DMA_002,TV_National,64.28,15182.98
2023-05-28,DMA_002,Search_Brand,564.35,3989.58
2023-05-28,DMA_002,Search_Generic,567.34,4194.82
2023-05-28,DMA_002,Facebook,24119.05,3387.58
2023-05-28,DMA_002,Instagram,16797.38,2600.91
2023-05-28,DMA_002,YouTube,16629.71,2958.41
2023-05-28,DMA_002,Display,26857.26,1260.79
2023-05-28,DMA_003,TV_National,55.96,17836.73
2023-05-28,DMA_003,Search_Brand,586.72,4327.49
2023-05-28,DMA_003,Search_Generic,693.02,4791.37
2023-05-28,DMA_003,Facebook,26424.2,3478.74
2023-05-28,DMA_003,Instagram,21009.38,2896.18
2023-05-28,DMA_003,YouTube,13468.15,2577.41
2023-05-28,DMA_003,Display,41318.29,1931.27
2023-05-28,DMA_004,TV_National,68.85,23668.14
2023-05-28,DMA_004,Search_Brand,764.46,6161.97
2023-05-28,DMA_004,Search_Generic,728.42,5580.36
2023-05-28,DMA_004,Facebook,26785.1,4434.89
2023-05-28,DMA_004,Instagram,22760.64,3590.72
2023-05-28,DMA_004,YouTube,18899.88,3735.65
2023-05-28,DMA_004,Display,39331.83,2020.45
2023-05-28,DMA_005,TV_National,81.45,21465.42
2023-05-28,DMA_005,Search_Brand,1000.57,7573.16
2023-05-28,DMA_005,Search_Generic,722.8,5351.85
2023-05-28,DMA_005,Facebook,35617.38,5405.33
2023-05-28,DMA_005,Instagram,21841.89,3050.71
2023-05-28,DMA_005,YouTube,18786.67,4308.48
2023-05-28,DMA_005,Display,48652.19,2548.16
2023-05-28,DMA_006,TV_National,102.61,25199.31
2023-05-28,DMA_006,Search_Brand,1329.66,8220.05
2023-05-28,DMA_006,Search_Generic,838.03,7072.42
2023-05-28,DMA_006,Facebook,30485.24,4011.78
2023-05-28,DMA_006,Instagram,19039.79,3148.22
2023-05-28,DMA_006,YouTube,22294.04,4937.33
2023-05-28,DMA_006,Display,57408.27,2356.13
2023-05-28,DMA_007,TV_National,67.13,22835.21
2023-05-28,DMA_007,Search_Brand,1281.11,8748.44
2023-05-28,DMA_007,Search_Generic,730.02,6147.75
2023-05-28,DMA_007,Facebook,52801.21,7347.24
2023-05-28,DMA_007,Instagram,31541.9,4476.88
2023-05-28,DMA_007,YouTube,26865.13,4894.45
2023-05-28,DMA_007,Display,51803.1,2522.46
2023-05-28,DMA_008,TV_National,138.73,35660.51
2023-05-28,DMA_008,Search_Brand,2079.76,13768.55
2023-05-28,DMA_008,Search_Generic,933.7,9146.0
2023-05-28,DMA_008,Facebook,52792.22,8109.55
2023-05-28,DMA_008,Instagram,32381.37,4337.77
2023-05-28,DMA_008,YouTube,25613.59,5023.06
2023-05-28,DMA_008,Display,78454.32,4076.37
2023-05-28,DMA_009,TV_National,118.69,29700.27
2023-05-28,DMA_009,Search_Brand,2200.93,12106.9
2023-05-28,DMA_009,Search_Generic,1115.56,9550.78
2023-05-28,DMA_009,Facebook,48865.91,7702.65
2023-05-28,DMA_009,Instagram,34734.67,4899.81
2023-05-28,DMA_009,YouTube,20229.07,4388.4
2023-05-28,DMA_009,Display,99679.29,4866.56
2023-05-28,DMA_010,TV_National,147.1,36811.75
2023-05-28,DMA_010,Search_Brand,1693.89,11396.28
2023-05-28,DMA_010,Search_Generic,1348.08,10524.02
2023-05-28,DMA_010,Facebook,37760.93,6758.09
2023-05-28,DMA_010,Instagram,29876.7,4597.76
2023-05-28,DMA_010,YouTube,29129.52,6192.63
2023-05-28,DMA_010,Display,93995.18,5224.06
2023-05-29,DMA_001,TV_National,51.64,15154.89
2023-05-29,DMA_001,Search_Brand,1194.96,7393.74
2023-05-29,DMA_001,Search_Generic,469.14,3522.6
2023-05-29,DMA_001,Facebook,24603.58,3936.45
2023-05-29,DMA_001,Instagram,26040.42,3070.63
2023-05-29,DMA_001,YouTube,10396.93,2193.55
2023-05-29,DMA_001,Display,34209.79,1698.26
2023-05-29,DMA_001,Email,7340.08,389.92
2023-05-29,DMA_002,TV_National,65.82,16764.97
2023-05-29,DMA_002,Search_Brand,1674.26,12018.59
2023-05-29,DMA_002,Search_Generic,648.86,4601.78
2023-05-29,DMA_002,Facebook,48720.76,6416.2
2023-05-29,DMA_002,Instagram,31346.25,4488.55
2023-05-29,DMA_002,YouTube,18609.18,3679.12
2023-05-29,DMA_002,Display,51242.28,2397.73
2023-05-29,DMA_002,Email,12944.54,582.83
2023-05-29,DMA_003,TV_National,66.21,19381.23
2023-05-29,DMA_003,Search_Brand,1329.57,10786.24
2023-05-29,DMA_003,Search_Generic,993.38,7411.34
2023-05-29,DMA_003,Facebook,42871.77,6178.44
2023-05-29,DMA_003,Instagram,30140.19,4469.19
2023-05-29,DMA_003,YouTube,29731.04,5671.13
2023-05-29,DMA_003,Display,57084.92,3060.44
2023-05-29,DMA_003,Email,13807.53,676.26
2023-05-29,DMA_004,TV_National,61.52,18559.78
2023-05-29,DMA_004,Search_Brand,1931.14,12183.39
2023-05-29,DMA_004,Search_Generic,1203.74,8944.87
2023-05-29,DMA_004,Facebook,64024.76,8081.52
2023-05-29,DMA_004,Instagram,36488.54,5417.48
2023-05-29,DMA_004,YouTube,22396.36,4729.66
2023-05-29,DMA_004,Display,95536.69,4644.15
2023-05-29,DMA_004,Email,18836.58,953.22
2023-05-29,DMA_005,TV_National,75.18,22721.93
2023-05-29,DMA_005,Search_Brand,1725.01,12425.09
2023-05-29,DMA_005,Search_Generic,1114.9,7952.89
2023-05-29,DMA_005,Facebook,82449.33,9223.69
2023-05-29,DMA_005,Instagram,35611.05,5164.5
2023-05-29,DMA_005,YouTube,31397.34,5610.91
2023-05-29,DMA_005,Display,81506.29,4448.83
2023-05-29,DMA_005,Email,15128.94,687.72
2023-05-29,DMA_006,TV_National,100.76,28021.19
2023-05-29,DMA_006,Search_Brand,1536.59,12359.9
2023-05-29,DMA_006,Search_Generic,1325.54,9280.78
2023-05-29,DMA_006,Facebook,81165.61,12103.9
2023-05-29,DMA_006,Instagram,67401.51,8684.78
2023-05-29,DMA_006,YouTube,29242.18,5724.59
2023-05-29,DMA_006,Display,78767.63,5019.44
2023-05-29,DMA_006,Email,21844.65,971.37
2023-05-29,DMA_007,TV_National,103.02,31096.47
2023-05-29,DMA_007,Search_Brand,2231.03,15221.62
2023-05-29,DMA_007,Search_Generic,1222.53,9821.53
2023-05-29,DMA_007,Facebook,64937.31,9172.07
2023-05-29,DMA_007,Instagram,41167.73,6286.82
2023-05-29,DMA_007,YouTube,45420.94,8753.68
2023-05-29,DMA_007,Display,94725.23,4502.44
2023-05-29,DMA_007,Email,18359.22,912.19
2023-05-29,DMA_008,TV_National,116.69,37184.58
2023-05-29,DMA_008,Search_Brand,2124.49,14370.35
2023-05-29,DMA_008,Search_Generic,1358.23,10473.28
2023-05-29,DMA_008,Facebook,56174.97,10266.95
2023-05-29,DMA_008,Instagram,56928.12,8116.88
2023-05-29,DMA_008,YouTube,52256.13,10228.38
2023-05-29,DMA_008,Display,134687.25,5978.8
2023-05-29,DMA_008,Email,20996.01,1049.89
2023-05-29,DMA_009,TV_National,104.18,27609.6
2023-05-29,DMA_009,Search_Brand,2474.5,18242.09
2023-05-29,DMA_009,Search_Generic,1675.28,15624.85
2023-05-29,DMA_009,Facebook,83758.08,10926.5
2023-05-29,DMA_009,Instagram,50783.42,7638.87
2023-05-29,DMA_009,YouTube,35818.37,8758.42
2023-05-29,DMA_009,Display,128149.92,6486.72
2023-05-29,DMA_009,Email,21780.48,1118.68
2023-05-29,DMA_010,TV_National,134.77,37874.13
2023-05-29,DMA_010,Search_Brand,2618.11,20000.12
2023-05-29,DMA_010,Search_Generic,2309.77,16480.75
2023-05-29,DMA_010,Facebook,101271.75,12992.51
2023-05-29,DMA_010,Instagram,70716.32,8858.93
2023-05-29,DMA_010,YouTube,65966.79,12447.03
2023-05-29,DMA_010,Display,111147.77,5630.55
2023-05-29,DMA_010,Email,26121.45,1517.08
2023-05-30,DMA_001,TV_National,37.3,11581.78
2023-05-30,DMA_001,Search_Brand,941.77,5753.66
2023-05-30,DMA_001,Search_Generic,645.62,5198.96
2023-05-30,DMA_001,Facebook,30892.38,4483.67
2023-05-30,DMA_001,Instagram,16680.34,2507.81
2023-05-30,DMA_001,YouTube,19205.89,3496.9
2023-05-30,DMA_001,Display,40190.39,1903.04
2023-05-30,DMA_001,Email,9153.51,519.07
2023-05-30,DMA_002,TV_National,57.76,15946.13
2023-05-30,DMA_002,Search_Brand,1349.44,7948.51
2023-05-30,DMA_002,Search_Generic,1160.48,8409.82
2023-05-30,DMA_002,Facebook,37555.63,4865.72
2023-05-30,DMA_002,Instagram,22222.79,4002.38
2023-05-30,DMA_002,YouTube,19369.07,4029.73
2023-05-30,DMA_002,Display,52456.2,2674.1
2023-05-30,DMA_002,Email,9127.6,497.53
2023-05-30,DMA_003,TV_National,78.84,20043.31
2023-05-30,DMA_003,Search_Brand,1099.8,8431.35
2023-05-30,DMA_003,Search_Generic,957.58,7202.48
2023-05-30,DMA_003,Facebook,44156.24,7133.08
2023-05-30,DMA_003,Instagram,22266.38,3864.13
2023-05-30,DMA_003,YouTube,30165.53,5883.83
2023-05-30,DMA_003,Display,48908.28,2791.12
2023-05-30,DMA_003,Email,10371.96,497.55
2023-05-30,DMA_004,TV_National,59.3,17605.4
2023-05-30,DMA_004,Search_Brand,2182.07,15061.66
2023-05-30,DMA_004,Search_Generic,997.11,7198.06
2023-05-30,DMA_004,Facebook,47930.26,5765.19
2023-05-30,DMA_004,Instagram,42067.3,5986.91
2023-05-30,DMA_004,YouTube,23215.74,4845.11
2023-05-30,DMA_004,Display,68875.4,3314.18
2023-05-30,DMA_004,Email,14601.84,809.83
2023-05-30,DMA_005,TV_National,97.47,27489.09
2023-05-30,DMA_005,Search_Brand,1570.8,11674.13
2023-05-30,DMA_005,Search_Generic,1153.08,9614.74
2023-05-30,DMA_005,Facebook,57432.74,9180.6
2023-05-30,DMA_005,Instagram,42396.79,5983.59
2023-05-30,DMA_005,YouTube,28658.73,5790.99
2023-05-30,DMA_005,Display,82178.8,4629.23
2023-05-30,DMA_005,Email,13731.46,740.18
2023-05-30,DMA_006,TV_National,81.87,26303.16
2023-05-30,DMA_006,Search_Brand,1460.86,10822.86
2023-05-30,DMA_006,Search_Generic,1848.96,13529.25
2023-05-30,DMA_006,Facebook,61952.77,9104.09
2023-05-30,DMA_006,Instagram,41912.41,6125.44
2023-05-30,DMA_006,YouTube,38562.63,7635.17
2023-05-30,DMA_006,Display,75878.74,3698.89
2023-05-30,DMA_006,Email,12712.57,609.86
2023-05-30,DMA_007,TV_National,78.27,23709.14
2023-05-30,DMA_007,Search_Brand,1959.37,13058.79
2023-05-30,DMA_007,Search_Generic,1980.0,12777.88
2023-05-30,DMA_007,Facebook,59794.02,7748.1
2023-05-30,DMA_007,Instagram,47593.49,6970.24
2023-05-30,DMA_007,YouTube,42748.42,8753.79
2023-05-30,DMA_007,Display,98458.94,5436.49
2023-05-30,DMA_007,Email,19515.51,887.91
2023-05-30,DMA_008,TV_National,133.34,40142.98
2023-05-30,DMA_008,Search_Brand,1658.5,11278.92
2023-05-30,DMA_008,Search_Generic,1682.08,12912.69
2023-05-30,DMA_008,Facebook,75165.71,11262.47
2023-05-30,DMA_008,Instagram,54034.48,8500.98
2023-05-30,DMA_008,YouTube,60210.98,10313.04
2023-05-30,DMA_008,Display,85224.7,4668.88
2023-05-30,DMA_008,Email,20227.73,1138.88
2023-05-30,DMA_009,TV_National,120.85,32469.61
2023-05-30,DMA_009,Search_Brand,3808.09,20826.52
2023-05-30,DMA_009,Search_Generic,1799.55,14346.73
2023-05-30,DMA_009,Facebook,80973.38,11743.14
2023-05-30,DMA_009,Instagram,56949.02,7991.86
2023-05-30,DMA_009,YouTube,41693.02,8106.56
2023-05-30,DMA_009,Display,87810.89,4716.83
2023-05-30,DMA_009,Email,18264.2,1144.73
2023-05-30,DMA_010,TV_National,115.14,42415.13
2023-05-30,DMA_010,Search_Brand,2937.58,22286.61
2023-05-30,DMA_010,Search_Generic,1997.98,14226.81
2023-05-30,DMA_010,Facebook,124066.83,17518.63
2023-05-30,DMA_010,Instagram,51467.86,6550.07
2023-05-30,DMA_010,YouTube,49010.83,9733.88
2023-05-30,DMA_010,Display,109647.52,6848.82
2023-05-30,DMA_010,Email,24208.47,1261.04
2023-05-31,DMA_001,TV_National,52.89,14753.81
2023-05-31,DMA_001,Search_Brand,873.46,5132.37
2023-05-31,DMA_001,Search_Generic,600.34,5255.97
2023-05-31,DMA_001,Facebook,32052.33,4128.76
2023-05-31,DMA_001,Instagram,19583.81,2388.9
2023-05-31,DMA_001,YouTube,12059.97,2610.59
2023-05-31,DMA_001,Display,40791.02,1777.19
2023-05-31,DMA_001,Email,6772.21,380.37
2023-05-31,DMA_002,TV_National,57.55,16161.75
2023-05-31,DMA_002,Search_Brand,1301.0,8911.9
2023-05-31,DMA_002,Search_Generic,784.92,6282.42
2023-05-31,DMA_002,Facebook,50846.14,6478.4
2023-05-31,DMA_002,Instagram,32090.06,4149.64
2023-05-31,DMA_002,YouTube,19241.54,4358.25
2023-05-31,DMA_002,Display,56050.9,2770.7
2023-05-31,DMA_002,Email,13205.68,609.07
2023-05-31,DMA_003,TV_National,54.92,19497.24
2023-05-31,DMA_003,Search_Brand,1340.24,9447.57
2023-05-31,DMA_003,Search_Generic,953.92,7457.95
2023-05-31,DMA_003,Facebook,42078.01,5741.45
2023-05-31,DMA_003,Instagram,28385.54,3925.95
2023-05-31,DMA_003,YouTube,17535.83,3811.6
2023-05-31,DMA_003,Display,58386.0,3301.45
2023-05-31,DMA_003,Email,15903.66,721.36
2023-05-31,DMA_004,TV_National,89.83,19967.08
2023-05-31,DMA_004,Search_Brand,1822.35,13358.81
2023-05-31,DMA_004,Search_Generic,1248.12,9299.45
2023-05-31,DMA_004,Facebook,38788.33,6166.92
2023-05-31,DMA_004,Instagram,37886.11,5630.88
2023-05-31,DMA_004,YouTube,24893.77,5459.09
2023-05-31,DMA_004,Display,61152.8,3096.7
2023-05-31,DMA_004,Email,11338.97,734.44
2023-05-31,DMA_005,TV_National,73.26,23681.42
2023-05-31,DMA_005,Search_Brand,3130.07,15547.48
2023-05-31,DMA_005,Search_Generic,1004.86,8952.83
2023-05-31,DMA_005,Facebook,54950.86,8013.05
2023-05-31,DMA_005,Instagram,62510.84,7408.06
2023-05-31,DMA_005,YouTube,33817.27,7172.13
2023-05-31,DMA_005,Display,89504.71,4358.2
2023-05-31,DMA_005,Email,13972.11,816.4
2023-05-31,DMA_006,TV_National,104.53,31023.68
2023-05-31,DMA_006,Search_Brand,1963.27,13898.02
2023-05-31,DMA_006,Search_Generic,1293.01,9394.72
2023-05-31,DMA_006,Facebook,51385.44,6783.51
2023-05-31,DMA_006,Instagram,30640.52,5270.25
2023-05-31,DMA_006,YouTube,42548.27,9272.1
2023-05-31,DMA_006,Display,88640.09,3956.65
2023-05-31,DMA_006,Email,19982.98,1164.68
2023-05-31,DMA_007,TV_National,77.44,25376.89
2023-05-31,DMA_007,Search_Brand,3176.15,17973.09
2023-05-31,DMA_007,Search_Generic,1530.37,9963.57
2023-05-31,DMA_007,Facebook,63549.5,8778.42
2023-05-31,DMA_007,Instagram,39852.24,5647.76
2023-05-31,DMA_007,YouTube,37216.92,7681.7
2023-05-31,DMA_007,Display,93529.75,5171.95
2023-05-31,DMA_007,Email,17868.29,855.14
2023-05-31,DMA_008,TV_National,130.66,39288.93
2023-05-31,DMA_008,Search_Brand,2989.98,18477.97
2023-05-31,DMA_008,Search_Generic,1764.15,14554.82
2023-05-31,DMA_008,Facebook,62263.56,9530.28
2023-05-31,DMA_008,Instagram,75232.06,10010.61
2023-05-31,DMA_008,YouTube,47628.94,9183.23
2023-05-31,DMA_008,Display,106624.18,4391.89
2023-05-31,DMA_008,Email,24738.64,1150.64
2023-05-31,DMA_009,TV_National,96.67,26825.87
2023-05-31,DMA_009,Search_Brand,2322.76,17675.06
2023-05-31,DMA_009,Search_Generic,1423.97,12119.79
2023-05-31,DMA_009,Facebook,67713.11,9614.91
2023-05-31,DMA_009,Instagram,56849.82,7697.48
2023-05-31,DMA_009,YouTube,59164.57,11987.15
2023-05-31,DMA_009,Display,81226.25,4160.78
2023-05-31,DMA_009,Email,27636.71,1393.76
2023-05-31,DMA_010,TV_National,165.81,47539.27
2023-05-31,DMA_010,Search_Brand,2320.18,15299.3
2023-05-31,DMA_010,Search_Generic,2347.96,15806.42
2023-05-31,DMA_010,Facebook,126871.19,16551.71
2023-05-31,DMA_010,Instagram,72000.48,9421.0
2023-05-31,DMA_010,YouTube,42450.97,9827.65
2023-05-31,DMA_010,Display,131483.67,6338.37
2023-05-31,DMA_010,Email,24018.03,1051.7
2023-06-01,DMA_001,TV_National,42.83,14738.21
2023-06-01,DMA_001,Search_Brand,1206.77,8297.03
2023-06-01,DMA_001,Search_Generic,670.05,4511.22
2023-06-01,DMA_001,Facebook,35487.83,4192.77
2023-06-01,DMA_001,Instagram,15632.6,2602.34
2023-06-01,DMA_001,YouTube,17534.5,3240.77
2023-06-01,DMA_001,Display,32185.72,1838.23
2023-06-01,DMA_001,Email,7554.45,437.26
2023-06-01,DMA_002,TV_National,52.62,16334.42
2023-06-01,DMA_002,Search_Brand,1170.38,8960.56
2023-06-01,DMA_002,Search_Generic,992.53,7581.45
2023-06-01,DMA_002,Facebook,44929.06,5830.99
2023-06-01,DMA_002,Instagram,23871.98,3059.85
2023-06-01,DMA_002,YouTube,14646.17,3359.38
2023-06-01,DMA_002,Display,78024.97,3490.73
2023-06-01,DMA_002,Email,13678.62,709.73
2023-06-01,DMA_003,TV_National,66.1,18811.82
2023-06-01,DMA_003,Search_Brand,1372.93,9861.94
2023-06-01,DMA_003,Search_Generic,882.41,6478.04
2023-06-01,DMA_003,Facebook,33013.08,5261.84
2023-06-01,DMA_003,Instagram,32442.41,4585.37
2023-06-01,DMA_003,YouTube,27245.63,5685.65
2023-06-01,DMA_003,Display,59042.7,2829.71
2023-06-01,DMA_003,Email,10237.32,546.69
2023-06-01,DMA_004,TV_National,63.81,19549.63
2023-06-01,DMA_004,Search_Brand,1950.69,14924.16
2023-06-01,DMA_004,Search_Generic,1495.76,10420.34
2023-06-01,DMA_004,Facebook,86637.95,9044.52
2023-06-01,DMA_004,Instagram,48610.27,6203.76
2023-06-01,DMA_004,YouTube,20861.6,4697.8
2023-06-01,DMA_004,Display,63683.05,3773.47
2023-06-01,DMA_004,Email,12668.05,784.15
2023-06-01,DMA_005,TV_National,93.52,28973.83
2023-06-01,DMA_005,Search_Brand,1844.08,13249.22
2023-06-01,DMA_005,Search_Generic,1106.34,7333.76
2023-06-01,DMA_005,Facebook,67091.83,9927.42
2023-06-01,DMA_005,Instagram,43145.75,6281.19
2023-06-01,DMA_005,YouTube,36613.88,6787.45
2023-06-01,DMA_005,Display,100976.77,4415.24
2023-06-01,DMA_005,Email,17614.69,878.26
2023-06-01,DMA_006,TV_National,77.39,24353.46
2023-06-01,DMA_006,Search_Brand,2122.26,16441.12
2023-06-01,DMA_006,Search_Generic,1671.05,12890.2
2023-06-01,DMA_006,Facebook,50477.18,8048.48
2023-06-01,DMA_006,Instagram,50269.74,7048.08
2023-06-01,DMA_006,YouTube,40714.16,9239.11
2023-06-01,DMA_006,Display,82674.64,4172.03
2023-06-01,DMA_006,Email,16268.89,812.95
2023-06-01,DMA_007,TV_National,110.94,31708.81
2023-06-01,DMA_007,Search_Brand,2660.51,20206.13
2023-06-01,DMA_007,Search_Generic,1589.54,12718.31
2023-06-01,DMA_007,Facebook,78539.56,10746.27
2023-06-01,DMA_007,Instagram,39699.63,6082.06
2023-06-01,DMA_007,YouTube,43616.62,8702.93
2023-06-01,DMA_007,Display,104115.16,4874.25
2023-06-01,DMA_007,Email,21327.54,1124.38
2023-06-01,DMA_008,TV_National,85.71,29172.74
2023-06-01,DMA_008,Search_Brand,2311.78,17768.94
2023-06-01,DMA_008,Search_Generic,2026.78,13459.25
2023-06-01,DMA_008,Facebook,69526.03,10479.4
2023-06-01,DMA_008,Instagram,86705.32,10437.78
2023-06-01,DMA_008,YouTube,39962.3,7882.12
2023-06-01,DMA_008,Display,118472.79,5804.22
2023-06-01,DMA_008,Email,29268.2,1450.7
2023-06-01,DMA_009,TV_National,133.49,37381.85
2023-06-01,DMA_009,Search_Brand,3788.8,22999.66
2023-06-01,DMA_009,Search_Generic,1784.7,15642.98
2023-06-01,DMA_009,Facebook,84912.34,11175.98
2023-06-01,DMA_009,Instagram,67802.45,8739.67
2023-06-01,DMA_009,YouTube,56750.29,12767.71
2023-06-01,DMA_009,Display,137995.78,7131.54
2023-06-01,DMA_009,Email,27558.62,1383.62
2023-06-01,DMA_010,TV_National,181.2,53657.02
2023-06-01,DMA_010,Search_Brand,2955.72,18894.59
2023-06-01,DMA_010,Search_Generic,2446.77,16376.74
2023-06-01,DMA_010,Facebook,124657.99,13903.73
2023-06-01,DMA_010,Instagram,63289.2,8949.2
2023-06-01,DMA_010,YouTube,47905.37,9499.35
2023-06-01,DMA_010,Display,138423.02,6729.23
2023-06-01,DMA_010,Email,24709.62,1313.17
2023-06-02,DMA_001,TV_National,35.65,11104.85
2023-06-02,DMA_001,Search_Brand,1378.25,8022.53
2023-06-02,DMA_001,Search_Generic,608.19,5011.81
2023-06-02,DMA_001,Facebook,36014.44,4173.87
2023-06-02,DMA_001,Instagram,25929.38,3435.59
2023-06-02,DMA_001,YouTube,22777.5,3905.08
2023-06-02,DMA_001,Display,34174.18,1777.03
2023-06-02,DMA_001,Email,8277.74,390.29
2023-06-02,DMA_002,TV_National,57.45,15979.19
2023-06-02,DMA_002,Search_Brand,1326.71,7710.86
2023-06-02,DMA_002,Search_Generic,882.61,6175.44
2023-06-02,DMA_002,Facebook,48686.03,6221.24
2023-06-02,DMA_002,Instagram,29789.49,3842.44
2023-06-02,DMA_002,YouTube,28433.33,5401.97
2023-06-02,DMA_002,Display,49407.48,2330.46
2023-06-02,DMA_002,Email,8177.72,517.1
2023-06-02,DMA_003,TV_National,66.96,19854.31
2023-06-02,DMA_003,Search_Brand,1635.33,11751.43
2023-06-02,DMA_003,Search_Generic,801.67,5911.94
2023-06-02,DMA_003,Facebook,46193.03,6537.37
2023-06-02,DMA_003,Instagram,27831.83,4335.95
2023-06-02,DMA_003,YouTube,23362.33,4838.13
2023-06-02,DMA_003,Display,75334.1,3626.5
2023-06-02,DMA_003,Email,14074.22,592.28
2023-06-02,DMA_004,TV_National,72.61,20602.01
2023-06-02,DMA_004,Search_Brand,1970.08,11157.12
2023-06-02,DMA_004,Search_Generic,1172.57,8692.52
2023-06-02,DMA_004,Facebook,49983.51,7001.55
2023-06-02,DMA_004,Instagram,46575.07,5991.66
2023-06-02,DMA_004,YouTube,34047.3,5744.14
2023-06-02,DMA_004,Display,78009.23,4075.17
2023-06-02,DMA_004,Email,11152.97,581.28
2023-06-02,DMA_005,TV_National,91.77,25934.14
2023-06-02,DMA_005,Search_Brand,2143.08,15939.81
2023-06-02,DMA_005,Search_Generic,1081.91,9128.43
2023-06-02,DMA_005,Facebook,43695.89,6646.74
2023-06-02,DMA_005,Instagram,46363.61,6009.03
2023-06-02,DMA_005,YouTube,25999.03,5638.11
2023-06-02,DMA_005,Display,63560.52,3110.63
2023-06-02,DMA_005,Email,17194.25,728.0
2023-06-02,DMA_006,TV_National,95.12,29030.82
2023-06-02,DMA_006,Search_Brand,1708.34,13225.03
2023-06-02,DMA_006,Search_Generic,1114.38,8894.34
