date,geo,sales_value,sales_units
2023-06-13,DMA_008,129128.66,2554
2023-06-13,DMA_009,147130.23,3008
2023-06-13,DMA_010,154866.78,3247
2023-06-14,DMA_001,45965.53,973
2023-06-14,DMA_002,55388.62,1132
2023-06-14,DMA_003,72865.86,1388
2023-06-14,DMA_004,87433.59,1603
2023-06-14,DMA_005,89254.25,1851
2023-06-14,DMA_006,98722.68,1907
2023-06-14,DMA_007,106800.86,2081
2023-06-14,DMA_008,122490.79,2264
2023-06-14,DMA_009,145446.57,2960
2023-06-14,DMA_010,141112.16,2618
2023-06-15,DMA_001,44266.99,835
2023-06-15,DMA_002,64034.96,1275
2023-06-15,DMA_003,75181.09,1383
2023-06-15,DMA_004,86511.54,1893
2023-06-15,DMA_005,105317.33,1945
2023-06-15,DMA_006,98368.04,2134
2023-06-15,DMA_007,128221.69,2536
2023-06-15,DMA_008,125334.51,2321
2023-06-15,DMA_009,145397.21,2850
2023-06-15,DMA_010,148463.82,2854
2023-06-16,DMA_001,45990.08,870
2023-06-16,DMA_002,60849.43,1155
2023-06-16,DMA_003,67456.29,1423
2023-06-16,DMA_004,80936.07,1497
2023-06-16,DMA_005,102613.98,2072
2023-06-16,DMA_006,103663.21,2253
2023-06-16,DMA_007,107565.33,2253
2023-06-16,DMA_008,127483.0,2685
2023-06-16,DMA_009,142802.56,2684
2023-06-16,DMA_010,136402.01,2773
2023-06-17,DMA_001,51519.54,1015
2023-06-17,DMA_002,66792.96,1305
2023-06-17,DMA_003,78033.42,1630
2023-06-17,DMA_004,88227.61,1638
2023-06-17,DMA_005,113270.45,2306
2023-06-17,DMA_006,120448.71,2462
2023-06-17,DMA_007,122997.69,2251
2023-06-17,DMA_008,137501.83,2786
2023-06-17,DMA_009,144781.69,2977
2023-06-17,DMA_010,156606.06,3347
2023-06-18,DMA_001,56247.63,1245
2023-06-18,DMA_002,63695.21,1217
2023-06-18,DMA_003,81560.16,1683
2023-06-18,DMA_004,89340.52,1927
2023-06-18,DMA_005,103679.29,2217
2023-06-18,DMA_006,126390.27,2473
2023-06-18,DMA_007,141047.83,2952
2023-06-18,DMA_008,152912.04,3395
2023-06-18,DMA_009,147382.83,3114
2023-06-18,DMA_010,158350.15,3254
2023-06-19,DMA_001,50037.68,1081
2023-06-19,DMA_002,61357.99,1157
2023-06-19,DMA_003,72095.33,1494
2023-06-19,DMA_004,80374.63,1762
2023-06-19,DMA_005,93489.16,1892
2023-06-19,DMA_006,106479.97,2300
2023-06-19,DMA_007,115385.86,2120
2023-06-19,DMA_008,127199.74,2362
2023-06-19,DMA_009,125172.12,2696
2023-06-19,DMA_010,148229.59,3072
2023-06-20,DMA_001,50261.17,924
2023-06-20,DMA_002,62543.37,1333
2023-06-20,DMA_003,72207.51,1388
2023-06-20,DMA_004,77716.33,1600
2023-06-20,DMA_005,99468.34,1908
2023-06-20,DMA_006,108382.71,2300
2023-06-20,DMA_007,124027.17,2428
2023-06-20,DMA_008,141900.64,2868
2023-06-20,DMA_009,125129.92,2339
2023-06-20,DMA_010,159678.05,3355
2023-06-21,DMA_001,45638.52,958
2023-06-21,DMA_002,63098.03,1323
2023-06-21,DMA_003,75671.53,1447
2023-06-21,DMA_004,76677.12,1572
2023-06-21,DMA_005,94602.13,2074
2023-06-21,DMA_006,107800.85,2026
2023-06-21,DMA_007,113732.39,2071
2023-06-21,DMA_008,119499.04,2510
2023-06-21,DMA_009,137182.0,2836
2023-06-21,DMA_010,144771.28,3168
2023-06-22,DMA_001,49275.39,928
2023-06-22,DMA_002,57693.11,1127
2023-06-22,DMA_003,73022.73,1400
2023-06-22,DMA_004,87444.85,1673
2023-06-22,DMA_005,90808.57,1716
2023-06-22,DMA_006,110161.27,2203
2023-06-22,DMA_007,126324.32,2339
2023-06-22,DMA_008,132264.87,2514
2023-06-22,DMA_009,140053.2,2692
2023-06-22,DMA_010,142097.96,3021
2023-06-23,DMA_001,47166.92,1016
2023-06-23,DMA_002,60361.51,1241
2023-06-23,DMA_003,68759.33,1455
2023-06-23,DMA_004,91779.67,1947
2023-06-23,DMA_005,89154.58,1877
2023-06-23,DMA_006,106168.84,2337
2023-06-23,DMA_007,113833.49,2305
2023-06-23,DMA_008,115229.14,2285
2023-06-23,DMA_009,131619.62,2771
2023-06-23,DMA_010,147716.91,2788
2023-06-24,DMA_001,52527.63,1113
2023-06-24,DMA_002,67504.28,1377
2023-06-24,DMA_003,84619.04,1664
2023-06-24,DMA_004,95124.03,1761
2023-06-24,DMA_005,104326.29,1995
2023-06-24,DMA_006,125845.14,2699
2023-06-24,DMA_007,130995.84,2685
2023-06-24,DMA_008,142569.75,2964
2023-06-24,DMA_009,169521.29,3489
2023-06-24,DMA_010,172708.86,3522
2023-06-25,DMA_001,51392.11,1065
2023-06-25,DMA_002,64047.89,1265
2023-06-25,DMA_003,86201.56,1860
2023-06-25,DMA_004,94140.43,1724
2023-06-25,DMA_005,110822.22,2429
2023-06-25,DMA_006,117382.86,2414
2023-06-25,DMA_007,126846.42,2717
2023-06-25,DMA_008,143488.44,2827
2023-06-25,DMA_009,135716.2,2909
2023-06-25,DMA_010,166638.73,3693
2023-06-26,DMA_001,51659.55,1067
2023-06-26,DMA_002,58343.49,1296
2023-06-26,DMA_003,60559.31,1289
2023-06-26,DMA_004,84126.56,1530
2023-06-26,DMA_005,92712.58,1843
2023-06-26,DMA_006,99782.25,2060
2023-06-26,DMA_007,120181.64,2448
2023-06-26,DMA_008,125559.93,2532
2023-06-26,DMA_009,155309.57,3185
2023-06-26,DMA_010,148915.1,2741
2023-06-27,DMA_001,48381.26,886
2023-06-27,DMA_002,59302.32,1250
2023-06-27,DMA_003,72394.04,1361
2023-06-27,DMA_004,84631.22,1637
2023-06-27,DMA_005,95297.86,2114
2023-06-27,DMA_006,104195.68,2063
2023-06-27,DMA_007,119768.63,2203
2023-06-27,DMA_008,115297.91,2109
2023-06-27,DMA_009,140838.21,2566
2023-06-27,DMA_010,147274.08,2957
2023-06-28,DMA_001,49793.69,1099
2023-06-28,DMA_002,62638.23,1289
2023-06-28,DMA_003,69729.35,1344
2023-06-28,DMA_004,80170.18,1639
2023-06-28,DMA_005,91669.43,1967
2023-06-28,DMA_006,93441.83,1892
2023-06-28,DMA_007,115454.36,2154
2023-06-28,DMA_008,123395.21,2597
2023-06-28,DMA_009,140699.16,3120
2023-06-28,DMA_010,158101.06,2936
2023-06-29,DMA_001,52826.68,1141
2023-06-29,DMA_002,60103.52,1121
2023-06-29,DMA_003,70442.39,1479
2023-06-29,DMA_004,83592.75,1761
2023-06-29,DMA_005,90353.48,1707
2023-06-29,DMA_006,103078.71,2137
2023-06-29,DMA_007,119030.8,2384
2023-06-29,DMA_008,123337.7,2529
2023-06-29,DMA_009,143963.08,3159
2023-06-29,DMA_010,152562.43,3357
2023-06-30,DMA_001,48260.06,1030
2023-06-30,DMA_002,58735.67,1186
2023-06-30,DMA_003,70377.93,1396
2023-06-30,DMA_004,74595.2,1569
2023-06-30,DMA_005,92972.41,1895
2023-06-30,DMA_006,97928.09,1813
2023-06-30,DMA_007,118136.29,2469
2023-06-30,DMA_008,132736.72,2724
2023-06-30,DMA_009,134240.12,2447
2023-06-30,DMA_010,143873.03,2848
2023-07-01,DMA_001,50762.75,1033
2023-07-01,DMA_002,67216.88,1318
2023-07-01,DMA_003,73246.72,1413
2023-07-01,DMA_004,87579.94,1890
2023-07-01,DMA_005,95519.23,1859
2023-07-01,DMA_006,108583.97,2109
2023-07-01,DMA_007,132634.7,2510
2023-07-01,DMA_008,131610.18,2537
2023-07-01,DMA_009,142171.56,2944
2023-07-01,DMA_010,144708.97,2862
2023-07-02,DMA_001,50656.06,1120
2023-07-02,DMA_002,59140.83,1218
2023-07-02,DMA_003,76878.63,1471
2023-07-02,DMA_004,97625.98,1910
2023-07-02,DMA_005,103297.61,1958
2023-07-02,DMA_006,103626.83,2283
2023-07-02,DMA_007,124780.36,2343
2023-07-02,DMA_008,139331.47,2694
2023-07-02,DMA_009,143311.83,2656
2023-07-02,DMA_010,162587.52,3333
2023-07-03,DMA_001,46481.44,850
2023-07-03,DMA_002,58028.5,1132
2023-07-03,DMA_003,68537.78,1344
2023-07-03,DMA_004,83781.16,1738
2023-07-03,DMA_005,91901.35,1761
2023-07-03,DMA_006,102461.84,2061
2023-07-03,DMA_007,111444.12,2256
2023-07-03,DMA_008,129159.93,2500
2023-07-03,DMA_009,132942.36,2927
2023-07-03,DMA_010,132069.96,2408
2023-07-04,DMA_001,44070.39,968
2023-07-04,DMA_002,59104.55,1204
2023-07-04,DMA_003,76164.85,1571
2023-07-04,DMA_004,78120.31,1633
2023-07-04,DMA_005,90438.11,1915
2023-07-04,DMA_006,102332.88,2155
2023-07-04,DMA_007,107632.61,2154
2023-07-04,DMA_008,130589.18,2459
2023-07-04,DMA_009,135947.6,2550
2023-07-04,DMA_010,144902.45,3040
2023-07-05,DMA_001,42870.68,890
2023-07-05,DMA_002,58248.59,1110
2023-07-05,DMA_003,66940.64,1294
2023-07-05,DMA_004,69640.5,1417
2023-07-05,DMA_005,81184.31,1638
2023-07-05,DMA_006,96524.16,1825
2023-07-05,DMA_007,108293.56,2353
2023-07-05,DMA_008,122552.55,2715
2023-07-05,DMA_009,128741.15,2815
2023-07-05,DMA_010,138097.74,2660
2023-07-06,DMA_001,47282.79,918
2023-07-06,DMA_002,62895.99,1166
2023-07-06,DMA_003,66925.12,1363
2023-07-06,DMA_004,73231.0,1375
2023-07-06,DMA_005,85489.05,1822
2023-07-06,DMA_006,93092.28,2054
2023-07-06,DMA_007,111775.59,2109
2023-07-06,DMA_008,122976.82,2582
2023-07-06,DMA_009,134662.06,2708
2023-07-06,DMA_010,136686.65,2880
2023-07-07,DMA_001,45423.22,853
2023-07-07,DMA_002,58529.57,1076
2023-07-07,DMA_003,70663.28,1456
2023-07-07,DMA_004,83759.54,1793
2023-07-07,DMA_005,86994.34,1754
2023-07-07,DMA_006,94609.93,1749
2023-07-07,DMA_007,116813.16,2463
2023-07-07,DMA_008,120617.2,2270
2023-07-07,DMA_009,124843.91,2698
2023-07-07,DMA_010,147168.0,3267
2023-07-08,DMA_001,49242.34,904
2023-07-08,DMA_002,62240.47,1187
2023-07-08,DMA_003,77668.2,1630
2023-07-08,DMA_004,86794.55,1639
2023-07-08,DMA_005,93496.13,1750
2023-07-08,DMA_006,111418.68,2040
2023-07-08,DMA_007,109094.61,2118
2023-07-08,DMA_008,135370.31,2853
2023-07-08,DMA_009,150748.43,2878
2023-07-08,DMA_010,165783.48,3136
2023-07-09,DMA_001,54126.07,1131
2023-07-09,DMA_002,67608.77,1309
2023-07-09,DMA_003,79364.13,1513
2023-07-09,DMA_004,89418.04,1767
2023-07-09,DMA_005,102786.29,2070
2023-07-09,DMA_006,111588.53,2337
2023-07-09,DMA_007,128104.73,2490
2023-07-09,DMA_008,131228.97,2573
2023-07-09,DMA_009,150114.63,2876
2023-07-09,DMA_010,159535.12,3215
2023-07-10,DMA_001,49794.63,953
2023-07-10,DMA_002,53154.98,1063
2023-07-10,DMA_003,71517.93,1545
2023-07-10,DMA_004,75090.39,1599
2023-07-10,DMA_005,85507.28,1673
2023-07-10,DMA_006,111655.78,2103
2023-07-10,DMA_007,113279.7,2111
2023-07-10,DMA_008,131074.49,2715
2023-07-10,DMA_009,146151.24,2955
2023-07-10,DMA_010,146702.8,2706
2023-07-11,DMA_001,45440.73,964
2023-07-11,DMA_002,54435.01,1080
2023-07-11,DMA_003,65916.83,1406
2023-07-11,DMA_004,77067.26,1469
2023-07-11,DMA_005,89409.17,1657
2023-07-11,DMA_006,93753.13,1859
2023-07-11,DMA_007,109208.97,2099
2023-07-11,DMA_008,114724.95,2283
2023-07-11,DMA_009,130528.36,2696
2023-07-11,DMA_010,145713.75,3127
2023-07-12,DMA_001,45455.54,842
2023-07-12,DMA_002,59532.76,1296
2023-07-12,DMA_003,65743.98,1362
2023-07-12,DMA_004,77756.42,1548
2023-07-12,DMA_005,93243.7,1931
2023-07-12,DMA_006,94105.76,1952
2023-07-12,DMA_007,119687.47,2302
2023-07-12,DMA_008,130190.97,2654
2023-07-12,DMA_009,143910.06,2845
2023-07-12,DMA_010,145238.53,2852
2023-07-13,DMA_001,46062.66,957
2023-07-13,DMA_002,59395.12,1289
2023-07-13,DMA_003,67545.6,1403
2023-07-13,DMA_004,75462.54,1503
2023-07-13,DMA_005,90252.94,2003
2023-07-13,DMA_006,99750.45,2211
2023-07-13,DMA_007,116294.15,2500
2023-07-13,DMA_008,118803.56,2229
2023-07-13,DMA_009,125920.38,2333
2023-07-13,DMA_010,144926.72,2889
2023-07-14,DMA_001,50038.85,935
2023-07-14,DMA_002,64298.49,1211
2023-07-14,DMA_003,69093.63,1262
2023-07-14,DMA_004,75851.53,1465
2023-07-14,DMA_005,87935.49,1700
2023-07-14,DMA_006,103517.94,2000
2023-07-14,DMA_007,109680.69,2239
2023-07-14,DMA_008,117566.18,2240
2023-07-14,DMA_009,125427.97,2589
2023-07-14,DMA_010,144828.3,3191
2023-07-15,DMA_001,51900.08,946
2023-07-15,DMA_002,64769.2,1222
2023-07-15,DMA_003,76285.07,1568
2023-07-15,DMA_004,91014.91,1661
2023-07-15,DMA_005,103472.09,2128
2023-07-15,DMA_006,117382.44,2474
2023-07-15,DMA_007,115062.54,2460
2023-07-15,DMA_008,136829.62,2838
2023-07-15,DMA_009,149834.3,2823
2023-07-15,DMA_010,153538.85,2818
2023-07-16,DMA_001,53472.94,1026
2023-07-16,DMA_002,64051.72,1405
2023-07-16,DMA_003,78540.17,1654
2023-07-16,DMA_004,88574.13,1930
2023-07-16,DMA_005,104987.34,1972
2023-07-16,DMA_006,103846.08,2082
2023-07-16,DMA_007,130014.5,2536
2023-07-16,DMA_008,139500.78,2772
2023-07-16,DMA_009,151230.29,2996
2023-07-16,DMA_010,157663.95,2957
2023-07-17,DMA_001,42362.34,905
2023-07-17,DMA_002,57886.06,1116
2023-07-17,DMA_003,75250.94,1412
2023-07-17,DMA_004,76559.19,1587
2023-07-17,DMA_005,92528.46,1964
2023-07-17,DMA_006,101946.62,1902
2023-07-17,DMA_007,109289.69,2217
2023-07-17,DMA_008,115202.08,2258
2023-07-17,DMA_009,133102.3,2445
2023-07-17,DMA_010,134654.66,2783
2023-07-18,DMA_001,46820.82,931
2023-07-18,DMA_002,63128.65,1152
2023-07-18,DMA_003,70317.08,1504
2023-07-18,DMA_004,76956.71,1552
2023-07-18,DMA_005,93555.09,1791
2023-07-18,DMA_006,103341.98,2016
2023-07-18,DMA_007,112408.94,2308
2023-07-18,DMA_008,119923.29,2193
2023-07-18,DMA_009,127666.19,2748
2023-07-18,DMA_010,141403.0,2724
2023-07-19,DMA_001,42863.62,878
2023-07-19,DMA_002,53240.62,975
2023-07-19,DMA_003,68796.02,1284
2023-07-19,DMA_004,78196.47,1515
2023-07-19,DMA_005,93225.94,2040
2023-07-19,DMA_006,93563.44,1722
2023-07-19,DMA_007,105988.02,2007
2023-07-19,DMA_008,125548.62,2608
2023-07-19,DMA_009,141689.17,2597
2023-07-19,DMA_010,153673.63,3151
2023-07-20,DMA_001,46264.7,881
2023-07-20,DMA_002,62362.73,1246
2023-07-20,DMA_003,60696.53,1338
2023-07-20,DMA_004,76544.44,1432
2023-07-20,DMA_005,87608.38,1735
2023-07-20,DMA_006,111238.64,2367
2023-07-20,DMA_007,113856.91,2381
2023-07-20,DMA_008,129740.18,2638
2023-07-20,DMA_009,138880.71,2800
2023-07-20,DMA_010,152245.0,3379
2023-07-21,DMA_001,42253.1,877
2023-07-21,DMA_002,63012.11,1207
2023-07-21,DMA_003,71964.2,1539
2023-07-21,DMA_004,70146.32,1511
2023-07-21,DMA_005,84624.43,1559
2023-07-21,DMA_006,99675.63,1980
2023-07-21,DMA_007,121651.41,2427
2023-07-21,DMA_008,124941.96,2434
2023-07-21,DMA_009,128854.56,2822
2023-07-21,DMA_010,139363.06,2812
2023-07-22,DMA_001,54857.02,1183
2023-07-22,DMA_002,63954.55,1248
2023-07-22,DMA_003,79116.95,1700
2023-07-22,DMA_004,86180.48,1884
2023-07-22,DMA_005,106785.13,2269
2023-07-22,DMA_006,109525.17,2288
2023-07-22,DMA_007,117518.22,2284
2023-07-22,DMA_008,145762.97,2786
2023-07-22,DMA_009,146939.14,3087
2023-07-22,DMA_010,149264.63,2857
2023-07-23,DMA_001,50403.83,960
2023-07-23,DMA_002,64614.23,1221
2023-07-23,DMA_003,79788.04,1464
2023-07-23,DMA_004,82406.07,1699
2023-07-23,DMA_005,92622.83,1990
2023-07-23,DMA_006,112091.57,2241
2023-07-23,DMA_007,126584.89,2401
2023-07-23,DMA_008,142512.87,2883
2023-07-23,DMA_009,155392.55,3232
2023-07-23,DMA_010,157120.93,3106
2023-07-24,DMA_001,50888.1,934
2023-07-24,DMA_002,58870.4,1303
2023-07-24,DMA_003,69371.53,1341
2023-07-24,DMA_004,76169.25,1594
2023-07-24,DMA_005,91937.78,1936
2023-07-24,DMA_006,101902.55,1911
2023-07-24,DMA_007,110262.4,2126
2023-07-24,DMA_008,122256.43,2624
2023-07-24,DMA_009,131679.04,2518
2023-07-24,DMA_010,142301.6,2616
2023-07-25,DMA_001,46832.77,937
2023-07-25,DMA_002,52288.49,1160
2023-07-25,DMA_003,64752.36,1436
2023-07-25,DMA_004,75782.39,1634
2023-07-25,DMA_005,98124.44,1784
2023-07-25,DMA_006,103178.74,1981
2023-07-25,DMA_007,110526.52,2139
2023-07-25,DMA_008,117039.58,2343
2023-07-25,DMA_009,130875.99,2668
2023-07-25,DMA_010,142177.35,2937
2023-07-26,DMA_001,46481.64,850
2023-07-26,DMA_002,58172.88,1090
2023-07-26,DMA_003,75471.08,1570
2023-07-26,DMA_004,77540.12,1717
2023-07-26,DMA_005,89320.55,1644
2023-07-26,DMA_006,102544.47,2126
2023-07-26,DMA_007,118133.09,2223
2023-07-26,DMA_008,132496.82,2449
2023-07-26,DMA_009,118398.44,2232
2023-07-26,DMA_010,134602.71,2904
2023-07-27,DMA_001,45392.08,945
2023-07-27,DMA_002,56126.94,1112
2023-07-27,DMA_003,64184.86,1234
2023-07-27,DMA_004,82510.64,1678
2023-07-27,DMA_005,90060.62,1677
2023-07-27,DMA_006,108649.91,2031
2023-07-27,DMA_007,119650.72,2356
2023-07-27,DMA_008,120156.56,2534
2023-07-27,DMA_009,130744.05,2788
2023-07-27,DMA_010,141583.33,2876
2023-07-28,DMA_001,48149.43,1066
2023-07-28,DMA_002,55509.8,1022
2023-07-28,DMA_003,65870.26,1460
2023-07-28,DMA_004,77699.65,1434
2023-07-28,DMA_005,94316.08,1870
2023-07-28,DMA_006,99721.25,2159
2023-07-28,DMA_007,118405.04,2355
2023-07-28,DMA_008,126781.68,2652
2023-07-28,DMA_009,141020.01,2879
2023-07-28,DMA_010,144743.81,2954
2023-07-29,DMA_001,50104.46,1035
2023-07-29,DMA_002,60217.43,1238
2023-07-29,DMA_003,75962.55,1395
2023-07-29,DMA_004,86573.93,1774
2023-07-29,DMA_005,94162.12,1942
2023-07-29,DMA_006,122486.62,2414
2023-07-29,DMA_007,127145.09,2388
2023-07-29,DMA_008,133426.35,2939
2023-07-29,DMA_009,150224.81,3138
2023-07-29,DMA_010,163751.18,3561
2023-07-30,DMA_001,50960.96,939
2023-07-30,DMA_002,65940.7,1383
2023-07-30,DMA_003,75590.01,1388
2023-07-30,DMA_004,81227.55,1661
2023-07-30,DMA_005,105592.42,1927
2023-07-30,DMA_006,103631.43,2184
2023-07-30,DMA_007,125235.03,2368
2023-07-30,DMA_008,144444.58,2966
2023-07-30,DMA_009,133291.92,2658
2023-07-30,DMA_010,154013.41,3304
2023-07-31,DMA_001,45781.78,947
2023-07-31,DMA_002,60944.32,1141
2023-07-31,DMA_003,70775.28,1462
2023-07-31,DMA_004,75673.14,1492
2023-07-31,DMA_005,102053.93,2007
2023-07-31,DMA_006,103231.7,1989
2023-07-31,DMA_007,107162.14,2037
2023-07-31,DMA_008,102943.19,2186
2023-07-31,DMA_009,121807.44,2373
2023-07-31,DMA_010,157869.73,3164
2023-08-01,DMA_001,40301.29,844
2023-08-01,DMA_002,53187.31,1047
2023-08-01,DMA_003,61918.17,1178
2023-08-01,DMA_004,72512.05,1408
2023-08-01,DMA_005,73371.3,1595
2023-08-01,DMA_006,91534.1,1672
2023-08-01,DMA_007,93059.0,1834
2023-08-01,DMA_008,103883.22,2237
2023-08-01,DMA_009,122752.82,2594
2023-08-01,DMA_010,126237.18,2528
2023-08-02,DMA_001,42333.15,924
2023-08-02,DMA_002,49944.1,1069
2023-08-02,DMA_003,57761.84,1177
2023-08-02,DMA_004,61874.46,1334
2023-08-02,DMA_005,82323.46,1504
2023-08-02,DMA_006,85218.11,1623
2023-08-02,DMA_007,97855.63,2014
2023-08-02,DMA_008,118107.35,2227
2023-08-02,DMA_009,115123.77,2189
2023-08-02,DMA_010,139832.03,3058
2023-08-03,DMA_001,42401.37,773
2023-08-03,DMA_002,50382.17,1081
2023-08-03,DMA_003,60872.23,1233
2023-08-03,DMA_004,67483.7,1431
2023-08-03,DMA_005,85121.56,1571
2023-08-03,DMA_006,88409.38,1829
2023-08-03,DMA_007,99892.81,2083
2023-08-03,DMA_008,100958.9,2004
2023-08-03,DMA_009,125357.67,2432
2023-08-03,DMA_010,131499.39,2612
2023-08-04,DMA_001,39105.56,719
2023-08-04,DMA_002,53057.66,1030
2023-08-04,DMA_003,59405.6,1146
2023-08-04,DMA_004,72537.4,1603
2023-08-04,DMA_005,80307.38,1550
2023-08-04,DMA_006,94760.91,1730
2023-08-04,DMA_007,101781.77,2139
2023-08-04,DMA_008,114177.89,2451
2023-08-04,DMA_009,112086.45,2275
2023-08-04,DMA_010,136055.98,2628
2023-08-05,DMA_001,47245.9,881
2023-08-05,DMA_002,61858.44,1157
2023-08-05,DMA_003,65332.4,1259
2023-08-05,DMA_004,79835.44,1636
2023-08-05,DMA_005,79495.85,1695
2023-08-05,DMA_006,95253.19,1885
2023-08-05,DMA_007,100701.37,2084
2023-08-05,DMA_008,138377.72,2554
2023-08-05,DMA_009,136144.05,2846
2023-08-05,DMA_010,147724.19,2705
2023-08-06,DMA_001,45242.7,850
2023-08-06,DMA_002,56667.74,1248
2023-08-06,DMA_003,68032.06,1284
2023-08-06,DMA_004,78013.12,1729
2023-08-06,DMA_005,88253.73,1637
2023-08-06,DMA_006,105334.0,2142
2023-08-06,DMA_007,107444.79,2130
2023-08-06,DMA_008,124858.08,2585
2023-08-06,DMA_009,139558.14,2582
2023-08-06,DMA_010,136795.22,2664
2023-08-07,DMA_001,40671.42,787
2023-08-07,DMA_002,53692.44,1167
2023-08-07,DMA_003,61364.84,1219
2023-08-07,DMA_004,70778.78,1318
2023-08-07,DMA_005,78424.8,1547
2023-08-07,DMA_006,97721.27,1931
2023-08-07,DMA_007,105476.7,2159
2023-08-07,DMA_008,112852.79,2142
2023-08-07,DMA_009,114413.02,2347
2023-08-07,DMA_010,118449.4,2585
2023-08-08,DMA_001,38403.14,786
2023-08-08,DMA_002,51200.72,1035
2023-08-08,DMA_003,53014.31,1002
2023-08-08,DMA_004,66492.49,1368
2023-08-08,DMA_005,75432.76,1519
2023-08-08,DMA_006,99861.68,1835
2023-08-08,DMA_007,95374.71,1954
2023-08-08,DMA_008,106506.23,2299
2023-08-08,DMA_009,115948.25,2290
2023-08-08,DMA_010,133233.61,2837
2023-08-09,DMA_001,41291.5,751
2023-08-09,DMA_002,50435.28,921
2023-08-09,DMA_003,53782.98,982
2023-08-09,DMA_004,68772.42,1394
2023-08-09,DMA_005,82065.79,1529
2023-08-09,DMA_006,93661.1,2015
2023-08-09,DMA_007,98860.53,1822
2023-08-09,DMA_008,108564.72,2247
2023-08-09,DMA_009,119673.32,2291
2023-08-09,DMA_010,133093.45,2533
2023-08-10,DMA_001,40679.24,753
2023-08-10,DMA_002,46146.31,873
2023-08-10,DMA_003,54581.38,996
2023-08-10,DMA_004,75381.71,1659
2023-08-10,DMA_005,82274.6,1516
2023-08-10,DMA_006,96038.56,1831
2023-08-10,DMA_007,100587.1,2084
2023-08-10,DMA_008,107420.12,2218
2023-08-10,DMA_009,131812.72,2921
2023-08-10,DMA_010,126624.99,2320
2023-08-11,DMA_001,38888.32,754
2023-08-11,DMA_002,55314.97,1067
2023-08-11,DMA_003,54713.58,1100
2023-08-11,DMA_004,75141.25,1594
2023-08-11,DMA_005,79584.9,1745
2023-08-11,DMA_006,92240.15,1794
2023-08-11,DMA_007,108010.4,2362
2023-08-11,DMA_008,117924.99,2237
2023-08-11,DMA_009,119994.14,2342
2023-08-11,DMA_010,127759.69,2468
2023-08-12,DMA_001,43741.02,903
2023-08-12,DMA_002,63770.02,1368
2023-08-12,DMA_003,63381.11,1196
2023-08-12,DMA_004,76826.59,1413
2023-08-12,DMA_005,95334.73,2084
2023-08-12,DMA_006,101000.43,1902
2023-08-12,DMA_007,112901.93,2335
2023-08-12,DMA_008,117066.46,2313
2023-08-12,DMA_009,131205.38,2478
2023-08-12,DMA_010,143100.76,3096
2023-08-13,DMA_001,43130.23,840
2023-08-13,DMA_002,60298.85,1223
2023-08-13,DMA_003,69675.77,1467
2023-08-13,DMA_004,81368.27,1489
2023-08-13,DMA_005,86743.22,1584
2023-08-13,DMA_006,98216.16,2143
2023-08-13,DMA_007,120171.41,2203
2023-08-13,DMA_008,112916.59,2357
2023-08-13,DMA_009,136051.4,2918
2023-08-13,DMA_010,145759.3,2761
2023-08-14,DMA_001,46642.08,895
2023-08-14,DMA_002,51150.55,982
2023-08-14,DMA_003,53249.63,1111
2023-08-14,DMA_004,65106.95,1396
2023-08-14,DMA_005,81141.56,1514
2023-08-14,DMA_006,90923.92,1660
2023-08-14,DMA_007,95634.19,1764
2023-08-14,DMA_008,97839.51,2085
2023-08-14,DMA_009,128520.01,2447
2023-08-14,DMA_010,133852.27,2506
2023-08-15,DMA_001,42837.01,787
2023-08-15,DMA_002,47212.86,874
2023-08-15,DMA_003,56395.71,1121
2023-08-15,DMA_004,72509.69,1493
2023-08-15,DMA_005,83350.38,1791
2023-08-15,DMA_006,96845.58,1976
2023-08-15,DMA_007,105162.94,2111
2023-08-15,DMA_008,108033.61,2165
2023-08-15,DMA_009,122694.73,2719
2023-08-15,DMA_010,133181.0,2722
2023-08-16,DMA_001,41899.01,847
2023-08-16,DMA_002,50674.57,1066
2023-08-16,DMA_003,60797.49,1110
2023-08-16,DMA_004,74220.67,1644
2023-08-16,DMA_005,76652.29,1646
2023-08-16,DMA_006,87755.89,1673
2023-08-16,DMA_007,95685.35,1875
2023-08-16,DMA_008,101128.28,1913
2023-08-16,DMA_009,122448.77,2431
2023-08-16,DMA_010,125267.14,2405
2023-08-17,DMA_001,43084.44,809
2023-08-17,DMA_002,51745.57,962
2023-08-17,DMA_003,58264.17,1251
2023-08-17,DMA_004,71807.73,1349
2023-08-17,DMA_005,79179.38,1699
2023-08-17,DMA_006,89669.92,1667
2023-08-17,DMA_007,94730.14,2079
2023-08-17,DMA_008,109229.58,1986
2023-08-17,DMA_009,124325.21,2574
2023-08-17,DMA_010,120455.16,2289
2023-08-18,DMA_001,41131.17,760
2023-08-18,DMA_002,53759.39,1120
2023-08-18,DMA_003,58229.46,1224
2023-08-18,DMA_004,72460.33,1362
2023-08-18,DMA_005,80602.86,1731
2023-08-18,DMA_006,91296.98,2017
2023-08-18,DMA_007,98023.83,2028
2023-08-18,DMA_008,105642.31,2325
2023-08-18,DMA_009,120139.05,2639
2023-08-18,DMA_010,129519.06,2502
2023-08-19,DMA_001,46063.96,869
2023-08-19,DMA_002,59468.52,1104
2023-08-19,DMA_003,67785.31,1476
2023-08-19,DMA_004,74711.86,1652
2023-08-19,DMA_005,89207.19,1766
